No,날짜,카테고리,제목,원문텍스트,텍스트_정제,형태소,시기구분,추천수
159,2022-04-13,교통/이동,"교내 도로 불법주차에 관해서 주저리
","자전거전용도로는 절대 주차 금지 구역이며 세종시 기준 5분이상만 정차만 하더라도 승용차기준 4만원의 과태료를 물게할수있다.

신고방법은 안전신문고 어플로 사진과함께 촬영일시, 위반지역을 명기해 적발일로부터 2일내에 신고하면된다.
해당차량의 번호가 잘 나와야하며 5분후 한번더찍어 5분이상 주정차한걸 보여주어야한다.

그런데 교내 자전거도로는 황색선인 자전거전용도로가 아니라 백색선인 자전거우선도로이기때문에 신고해도 과태료를 물게 할수없다. 주차를 해도 법률상 문제가없다.

햬당관련법안이 발의는됬지만 심의 통과는 안된 상태이다.


교내에 불법주차된 차량은 교내 총무팀에 번호가 잘나오게 2장찍어 제출하는 수밖에 없다.

하지만 횡단보도 근처라면 말이 달라진다.
횡단보도근처 10m이내에 주정차를 할시 신고가 가능해진다.

교내 대부분의 불법주차들이 횡단보도가있는 학술이랑 행정관 앞에 몰려있다.

행정관의경우 입구기준 횡단보도 양쪽에있고 가운데에 정문이있는 구조이다.

웃긴게 행정관 정문 맞은편 자전거 도로 주차는 합법,

정문보다 몇m떨어진곳 자전거도로 주차는 근처에 횡단보도가 있으니 불법주차이다.",교내 도로 불법주차에 관해서 주저리 자전거전용도로는 절대 주차 금지 구역이며 세종시 기준 5분이상만 정차만 하더라도 승용차기준 4만원의 과태료를 물게할수있다 신고방법은 안전신문고 어플로 사진과함께 촬영일시 위반지역을 명기해 적발일로부터 2일내에 신고하면된다 해당차량의 번호가 잘 나와야하며 5분후 한번더찍어 5분이상 주정차한걸 보여주어야한다 그런데 교내 자전거도로는 황색선인 자전거전용도로가 아니라 백색선인 자전거우선도로이기때문에 신고해도 과태료를 물게 할수없다 주차를 해도 법률상 문제가없다 햬당관련법안이 발의는됬지만 심의 통과는 안된 상태이다 교내에 불법주차된 차량은 교내 총무팀에 번호가 잘나오게 2장찍어 제출하는 수밖에 없다 하지만 횡단보도 근처라면 말이 달라진다 횡단보도근처 10m이내에 주정차를 할시 신고가 가능해진다 교내 대부분의 불법주차들이 횡단보도가있는 학술이랑 행정관 앞에 몰려있다 행정관의경우 입구기준 횡단보도 양쪽에있고 가운데에 정문이있는 구조이다 웃긴게 행정관 정문 맞은편 자전거 도로 주차는 합법 정문보다 몇m떨어진곳 자전거도로 주차는 근처에 횡단보도가 있으니 불법주차이다,교내 도로 불법 주차 관해 저리 자전거 용도 절대 주차 금지 구역 세종시 기준 정차 승용차 기준 과태료 신고 방법 안전 신문고 어플 사진 촬영 일시 위반 지역 명기 적발 일로 신고 해당 차량 번호 야하다 한번 찍다 정차 보여주다 야하다 교내 자전거 도로 황색 선인 자전거 전용 도로 백색 선인 자전거 우선 도로 이기 때문 신고 과태료 주차 해도 법률상 관련 법안 발의 심의 통과 상태 교내 불법 주차 차량 교내 총무 번호 잘나오다 찍다 제출 횡단보도 근처 라면 달라지다 횡단보도 근처 이내 정차 신고 가능하다 교내 대부분 불법 주차 횡단보도 학술정보원 행정관 몰리다 행정관 경우 입구 기준 횡단보도 양쪽 가운데 정문 구조 웃기다 행정관 정문 맞은편 자전거 도로 주차 합법 정문 떨어지다 자전거 도로 주차 근처 횡단보도 불법 주차,시험기간,2
160,2026-04-03,교통/이동,"11시 50분쯤에 신정문쪽 나와서 인도에서 지쿠 타시던분
","인도주행 불법입니다

개념없이 속도내시고 달리시던데 개념 좀 챙기고 삽시다...",11시 50분쯤에 신정문쪽 나와서 인도에서 지쿠 타시던분 인도주행 불법입니다 개념없이 속도내시고 달리시던데 개념 좀 챙기고 삽시다,정문 인도 지쿠 인도 주행 불법 개념 속도 내시 달리다 개념 챙기다 사다,시험기간,1
1900-06-09 00:00:00,2026-04-14,학사/행정,수강신청 때 드랍했던 과목이 왜 알림이 뜨냐,과제 알림 떠서 과제 없었는데 안 했나? 했는데 갑자기 수강신청 때 드랍했던 과목이 뜨네…,수강신청 때 드랍했던 과목이 왜 알림이 뜨냐 과제 알림 떠서 과제 없었는데 안 했나 했는데 갑자기 수강신청 때 드랍했던 과목이 뜨네,수강신청 드랍했던 과목 알림 뜨다 과제 알림 뜨다 과제 갑자기 수강신청 드랍했던 과목 뜨다,시험기간,0
1900-06-10 00:00:00,2026-04-07,학사/행정,한마음 테이블 철거시킬 방법이 없나?,민원을 존나게 넣는다던지 해서 철거시키거나 하지는 못하나? 아니면 언젠가 해봤지만 소용 없던걸까. 아니면 테이블 철거시켜도 길바닥에서 마실려나? 솔직히 자취방 팔아처먹은 놈도 좆같아. 이따구로 시끄러울 줄 알았을 놈이 남들은 시끄러운줄 알아서 안팔리는 매물 잡아줄 호구 나타났으니까 땡잡았다 싶었겠지. 연세는 존나 비싸게 받아처먹으면서 옮길만한 방 생기면 좀 연락달라고 했지만 나 나가면 이 방에 들어올려고 하는 호구새끼 다시 안올거 같으니까 절대 연락 안하겠지? 그래 씨발 사회성이 바닥이라 친구는 커녕 아는 사람도 없이 자취방 구한 내 잘못이지. 저 테이블에서 밤새도록 술처먹으면서 고성방가해대는 고아새끼들이 있을 줄 몰랐던 내 잘못이지 씨발 좆같은 새벽이다. 오늘은 그래도 4시 되기 전엔 조용해졌네. 아주 좋아. 저번에는 6시가 넘어서도 계속 노래부르면서 여자끼고 서로 형님! 그래 아우야 이지랄 하는 새끼들 때문에 헛웃음이 나더라. 그리고 내 생에 최초로 경찰서에 연락해보기도 했어. 내일 1교시지만 사실 수강신청도 망해서 11221교시지만 오늘은 5시간은 잔다! 괜히 새벽에 좆같다고 이딴 글 싸지르다가 더 짧아진 수면시간도 다 내 잘못이지 씨발,한마음 테이블 철거시킬 방법이 없나 민원을 존나게 넣는다던지 해서 철거시키거나 하지는 못하나 아니면 언젠가 해봤지만 소용 없던걸까 아니면 테이블 철거시켜도 길바닥에서 마실려나 솔직히 자취방 팔아처먹은 놈도 좆같아 이따구로 시끄러울 줄 알았을 놈이 남들은 시끄러운줄 알아서 안팔리는 매물 잡아줄 호구 나타났으니까 땡잡았다 싶었겠지 연세는 존나 비싸게 받아처먹으면서 옮길만한 방 생기면 좀 연락달라고 했지만 나 나가면 이 방에 들어올려고 하는 호구새끼 다시 안올거 같으니까 절대 연락 안하겠지 그래 씨발 사회성이 바닥이라 친구는 커녕 아는 사람도 없이 자취방 구한 내 잘못이지 저 테이블에서 밤새도록 술처먹으면서 고성방가해대는 고아새끼들이 있을 줄 몰랐던 내 잘못이지 씨발 좆같은 새벽이다 오늘은 그래도 4시 되기 전엔 조용해졌네 아주 좋아 저번에는 6시가 넘어서도 계속 노래부르면서 여자끼고 서로 형님 그래 아우야 이지랄 하는 새끼들 때문에 헛웃음이 나더라 그리고 내 생에 최초로 경찰서에 연락해보기도 했어 내일 1교시지만 사실 수강신청도 망해서 11221교시지만 오늘은 5시간은 잔다 괜히 새벽에 좆같다고 이딴 글 싸지르다가 더 짧아진 수면시간도 다 내 잘못이지 씨발,한마음 테이블 철거 시키다 방법 민원 존나 넣다 철거 시키다 해봤다 소용 끄다 테이블 철거 시키다 바닥 말다 솔직하다 자취 이따 구로 시끄럽다 시끄럽다 팔리다 매물 잡다 호구 나타나다 땡잡다 연세 존나 비싸다 옮기다 생기 연락 달라 나가다 들어오다 호구 새끼 절대 연락 그렇다 씨발 사회 바닥 친구 커녕 자취 구한 잘못 테이블 밤새다 술처 방가 해대 고아 새끼 잘못 씨발 새벽 오늘 조용하다 아주 좋다 저번 넘어서다 계속 노래 부르다 여자 서로 형님 그렇다 아우 지랄 새끼 때문 헛웃음 최초 경찰서 연락 내일 교시 사실 수강신청 망하다 교시 오늘 새벽 싸지르다 짧아지다 수면시간 잘못 씨발,시험기간,1900
1900-06-11 00:00:00,2026-03-05,학사/행정,사이트대가리에총맞음?,왜 지멋대로 로그인 세션 만료시킴? 왜ㅆ발 나 수강신청 누르는 타이밍에 자동입력방지시킴? 너 뒷돈받음? 이ㅆ발아? 이렇게 2과목 처날렸는데?ㅋㅋ,사이트대가리에총맞음 왜 지멋대로 로그인 세션 만료시킴 왜ㅆ발 나 수강신청 누르는 타이밍에 자동입력방지시킴 너 뒷돈받음 이ㅆ발아 이렇게 2과목 처날렸는데,사이트 대가리 멋대로 로그인 세션 만료 시킴 수강신청 누르다 타이밍 자동 입력 방지 시킴 뒷돈 발아 과목 날리다,평소,1900
1900-06-12 00:00:00,2026-03-05,학사/행정,안해 습박,수강신청 개 좃망겜,안해 습박 수강신청 개 좃망겜,안해 습박 수강신청 좃망겜,평소,1900
1900-06-13 00:00:00,2026-02-23,학사/행정,강의 장바구니에 어케담냐 씨발,영상도 좆같이 만들어놓고 수강신청 한번도 안해본애들한테 알아서 하라는게 말이되냐 오티에서라도 알려주던가,강의 장바구니에 어케담냐 씨발 영상도 좆같이 만들어놓고 수강신청 한번도 안해본애들한테 알아서 하라는게 말이되냐 오티에서라도 알려주던가,강의 장바구니 어케담 씨발 영상 수강신청 한번 하라,평소,1900
1900-06-14 00:00:00,2026-02-23,학사/행정,수강신청 씨발,존나게 불친절하네 이런거나 오티에서 처알려줄것이지,수강신청 씨발 존나게 불친절하네 이런거나 오티에서 처알려줄것이지,수강신청 씨발 존나 불친절하다 이렇다,평소,1900
1900-06-15 00:00:00,2026-02-12,학사/행정,수강신청,진짜 지랄이다... 왜 이렇게 됐지 9학점밖에 못잡음,수강신청 진짜 지랄이다 왜 이렇게 됐지 9학점밖에 못잡음,수강신청 지랄 학점 못자다,평소,0
1900-06-16 00:00:00,2026-02-12,학사/행정,수강신청 남은인원 확인,안보이는데 저만 이런가요ㅠㅠ 어떻게 보는방법이 있나요..? 수희등때 안 담아둔 과목이에요,수강신청 남은인원 확인 안보이는데 저만 이런가요 어떻게 보는방법이 있나요 수희등때 안 담아둔 과목이에요,수강신청 남다 인원 확인 보이다 가요 방법 수희 등때 담다 두다 과목,평소,0
1900-06-17 00:00:00,2026-02-11,학사/행정,고대 이ㅅㄲ들,"일년에 수강신청 뭐 얼마나 한다고
하루이틀씩만 서버 대여를 하던가
로그인 버튼을 아무리 쳐눌러도 반응을 안하면 신청을 어케하냐
네이비즘이고 나발이고 들여보내줘야 뭘 하던 하지 싯팔",고대 이새끼들 일년에 수강신청 뭐 얼마나 한다고 하루이틀씩만 서버 대여를 하던가 로그인 버튼을 아무리 쳐눌러도 반응을 안하면 신청을 어케하냐 네이비즘이고 나발이고 들여보내줘야 뭘 하던 하지 싯팔,고대 새끼 수강신청 얼마나 하루 이틀 서버 대여 로그인 버튼 누르다 반응 신청 어케하 네이비 나발 들이다 보내다 싯팔,평소,1900
1900-06-18 00:00:00,2026-02-11,학사/행정,수강신청 인원,"아니 근데 이 학교는 등록금을 올렸으면
강의라도 많이 열던가, 하다 못해 강의
인원이라도 많이 늘리던가

과학과기술이랑 정량적사고는 인문계랑 예체능은
1개, 과기대는 2개 들어야 하는데 강의수도 적고, 통사현 말고는 강의 인원도 적고

아니 그리고 아잉 생각해서 인원을 적게 할수는
있는데 17명으로 해서 글잉도 터지고
좀 너무한거 아닌가",수강신청 인원 아니 근데 이 학교는 등록금을 올렸으면 강의라도 많이 열던가 하다 못해 강의 인원이라도 많이 늘리던가 과학과기술이랑 정량적사고는 인문계랑 예체능은 1개 과기대는 2개 들어야 하는데 강의수도 적고 통사현 말고는 강의 인원도 적고 아니 그리고 아잉 생각해서 인원을 적게 할수는 있는데 17명으로 해서 글로벌잉글리시도 터지고 좀 너무한거 아닌가,수강신청 인원 등록금 올리다 강의 열다 강의 인원 늘리다 과학 기술 정량 사고 인문 예체능 과기대 강의 수도 적다 강의 인원 적다 인원 적다 글로벌잉글리시 터지다 너무하다,평소,1900
1900-06-19 00:00:00,2026-02-09,학사/행정,이 개병신학교는 정책이 죄다 학생적대적임,"기숙사 - 매년 무지성으로 신입생 수 늘려서 자리 없앰
수강신청 - 사람은 늘었는데 자리는 적음
등록금 - 올라감
성적 - 인서울은 A 퍼주던데 존나 깐깐함

이제 이번학기만 다니면 졸업이다 ㅅㅂ",이 개병신학교는 정책이 죄다 학생적대적임 기숙사 매년 무지성으로 신입생 수 늘려서 자리 없앰 수강신청 사람은 늘었는데 자리는 적음 등록금 올라감 성적 인서울은 A 퍼주던데 존나 깐깐함 이제 이번학기만 다니면 졸업이다 시발,병신 정책 학생 적대 적임 기숙사 매년 무지 신입생 늘리다 자리 없애다 수강신청 늘다 자리다 적다 등록금 올라가다 성적 서울 존나 깐깐하다 이번 학기 다니다 졸업 시발,평소,1900
1900-06-20 00:00:00,2025-09-15,학사/행정,lms앱에,"수강신청 취소한 강의들 알림도 오는데
저만 이런가요?",lms앱에 수강신청 취소한 강의들 알림도 오는데 저만 이런가요,수강신청 취소 강의 알림 가요,평소,0
1900-06-21 00:00:00,2025-09-03,학사/행정,pep꿈꾸는 애들 그거 말고 그냥 이중전공해라,"이 ㅈ같은 전공은 전공인정 과목도 얼마 안되는디 그 와중에 개설되는 것도 얼마없고 그마저도 주요과목들이라 경쟁자들 많아서 수강신청이 안된다 하 ㅅㅂ...
정정도 자리가 안나고 돌겠네",pep꿈꾸는 애들 그거 말고 그냥 이중전공해라 이 ㅈ같은 전공은 전공인정 과목도 얼마 안되는디 그 와중에 개설되는 것도 얼마없고 그마저도 주요과목들이라 경쟁자들 많아서 수강신청이 안된다 하 시발 정정도 자리가 안나고 돌겠네,꿈꾸다 그거 중전 공해 전공 전공 인정 과목 얼마 와중 개설 얼마 과목 경쟁자 많다 수강신청 시발 정정 자리 안나 돌다,평소,0
1900-06-22 00:00:00,2025-09-03,학사/행정,진쩌 급한데,"지금 기업과 경영이라는 과목 들으려고 수강신청 완료했는데
지금 보니까 50멸 중 17명만 신청되어 있는데 폐강임?",진쩌 급한데 지금 기업과 경영이라는 과목 들으려고 수강신청 완료했는데 지금 보니까 50멸 중 17명만 신청되어 있는데 폐강임,진쩌 급하다 지금 기업 경영 과목 수강신청 완료 지금 신청 되어다 폐강,평소,1900
1900-06-23 00:00:00,2025-09-03,학사/행정,수강정정 질문 제발 빨리,"교수님이랑 시간은 다른데 과목 이름이 같은 과목 2개가 있는데, 하나를 수강신청을 했었어요.
근데 다른 분반으로 바꾸려고 하는데 드랍 안 하고 바꾸는게 가능한가요?",수강정정 질문 제발 빨리 교수님이랑 시간은 다른데 과목 이름이 같은 과목 2개가 있는데 하나를 수강신청을 했었어요 근데 다른 분반으로 바꾸려고 하는데 드랍 안 하고 바꾸는게 가능한가요,수강 정정 질문 제발 교수 다르다 과목 이름 과목 수강신청 다른 분반 바꾸다 드랍 바꾸다 가능하다,평소,0
1900-06-24 00:00:00,2025-08-13,학사/행정,ㅋㅋㅋ역대급 답없는 수강신청이다,학과에 교수님 몇명 2학기때 빠져서 전공수업 자체가 몇개 없어서 못듣고 아잉은 운 좋은 사람들만 들을수있고 뭐 어쩌자는거임???,ㅋ역대급 답없는 수강신청이다 학과에 교수님 몇명 2학기때 빠져서 전공수업 자체가 몇개 없어서 못듣고 아잉은 운 좋은 사람들만 들을수있고 뭐 어쩌자는거임,역대 수강신청 학과 교수 학기 빠지다 전공 수업 자체 몇개 듣다 좋다 어쩌,평소,1900
1900-06-25 00:00:00,2025-08-12,학사/행정,복학신청은 했는데 수강신청 시스템 로그인이 안돼…,제대하고 2학기 복학할 생각이라서 복학신청은 해놨어 근데 수강신청 시스템이 로그인이 안돼... kupid나 공홈은 로그인 문제없이 되는데 수강신청 시스템만 로그인이 안되네 이거 내가 넣은 복학신청이 아직 통과 안되서 그러는거야? kupid에서는 학적사항 조회에서 휴학(군제대복학예정)이라고 뜨긴 하는데…,복학신청은 했는데 수강신청 시스템 로그인이 안돼 제대하고 2학기 복학할 생각이라서 복학신청은 해놨어 근데 수강신청 시스템이 로그인이 안돼 kupid나 공홈은 로그인 문제없이 되는데 수강신청 시스템만 로그인이 안되네 이거 내가 넣은 복학신청이 아직 통과 안되서 그러는거야 kupid에서는 학적사항 조회에서 휴학 군제대복학예정 이라고 뜨긴 하는데,복학 신청 수강신청 시스템 로그인 제대 학기 복학 복학 신청 수강신청 시스템 로그인 공홈 로그인 수강신청 시스템 로그인 넣다 복학 신청 통과 그렇다 학적 사항 조회 휴학 복학 예정 뜨다,평소,0
